166105,,0,0
204001,,0,0
204002,,0,0
204003,,0,0
204004,,0,0
204007,,0,0
204014,,0,0
204028,,0,0
204091,,0,0
500038,,0,0
500056,,0,0
500058,,0,0
501000,,0,0
501001,,0,0
501002,,0,0
502000,,0,0
502001,,0,0
502002,,0,0
502003,,0,0
502004,,0,0
502005,,0,0
502006,,0,0
502007,,0,0
502008,,0,0
502010,,0,0
502011,,0,0
502012,,0,0
502013,,0,0
502014,,0,0
502015,,0,0
502016,,0,0
502017,,0,0
502018,,0,0
502020,,0,0
502021,,0,0
502022,,0,0
502023,,0,0
502024,,0,0
502025,,0,0
502026,,0,0
502027,,0,0
502028,,0,0
502031,,0,0
502032,,0,0
502036,,0,0
502037,,0,0
502038,,0,0
502040,,0,0
502041,,0,0
502042,,0,0
502048,,0,0
502049,,0,0
502050,,0,0
502053,,0,0
502054,,0,0
502055,,0,0
502056,,0,0
502057,,0,0
502058,,0,0
505888,,0,0
510010,,0,0
510020,,0,0
510030,,0,0
510050,,0,0
510060,,0,0
510070,,0,0
510090,,0,0
510110,,0,0
510120,,0,0
510130,,0,0
510150,,0,0
510160,,0,0
510170,,0,0
510180,,0,0
510190,,0,0
510210,,0,0
510220,,0,0
510230,,0,0
510260,,0,0
510270,,0,0
510280,,0,0
510290,,0,0
510300,,0,0
510310,,0,0
510330,,0,0
510360,,0,0
510410,,0,0
510420,,0,0
510430,,0,0
510440,,0,0
510450,,0,0
510500,,0,0
510510,,0,0
510520,,0,0
510560,,0,0
510580,,0,0
510630,,0,0
510650,,0,0
510660,,0,0
510680,,0,0
510710,,0,0
510880,,0,0
510900,,0,0
511010,,0,0
511210,,0,0
511220,,0,0
511800,,0,0
511810,,0,0
511820,,0,0
511830,,0,0
511860,,0,0
511880,,0,0
511890,,0,0
511900,,0,0
511930,,0,0
511960,,0,0
511980,,0,0
511990,,0,0
512010,,0,0
512070,,0,0
512210,,0,0
512220,,0,0
512230,,0,0
512300,,0,0
512310,,0,0
512330,,0,0
512340,,0,0
512500,,0,0
512510,,0,0
512600,,0,0
512610,,0,0
512640,,0,0
512990,,0,0
513030,,0,0
513100,,0,0
513500,,0,0
513600,,0,0
513660,,0,0
518800,,0,0
518880,,0,0
600000,,0,0
600004,,0,0
600005,,0,0
600007,,0,0
600008,,0,0
600009,,0,0
600010,,0,0
600011,,0,0
600012,,0,0
600015,,0,0
600016,,0,0
600017,,0,0
600018,,0,0
600019,,0,0
600020,,0,0
600021,,0,0
600022,,0,0
600023,,0,0
600026,,0,0
600027,,0,0
600028,,0,0
600029,,0,0
600030,,0,0
600031,,0,0
600033,,0,0
600035,,0,0
600036,,0,0
600037,,0,0
600038,,0,0
600048,,0,0
600050,,0,0
600051,,0,0
600052,,0,0
600053,,0,0
600054,,0,0
600055,,0,0
600056,,0,0
600057,,0,0
600058,,0,0
600059,,0,0
600060,,0,0
600061,,0,0
600062,,0,0
600063,,0,0
600064,,0,0
600066,,0,0
600067,,0,0
600068,,0,0
600069,,0,0
600070,,0,0
600071,,0,0
600072,,0,0
600073,,0,0
600074,,0,0
600075,,0,0
600076,,0,0
600077,,0,0
600078,,0,0
600079,,0,0
600080,,0,0
600081,,0,0
600082,,0,0
600083,,0,0
600084,,0,0
600085,,0,0
600086,,0,0
600088,,0,0
600089,,0,0
600090,,0,0
600091,,0,0
600093,,0,0
600094,,0,0
600095,,0,0
600096,,0,0
600097,,0,0
600098,,0,0
600099,,0,0
600100,,0,0
600101,,0,0
600103,,0,0
600104,,0,0
600105,,0,0
600106,,0,0
600107,,0,0
600108,,0,0
600109,,0,0
600110,,0,0
600111,,0,0
600112,,0,0
600114,,0,0
600115,,0,0
600116,,0,0
600117,,0,0
600118,,0,0
600119,,0,0
600121,,0,0
600123,,0,0
600125,,0,0
600126,,0,0
600127,,0,0
600128,,0,0
600129,,0,0
600130,,0,0
600131,,0,0
600132,,0,0
600133,,0,0
600135,,0,0
600136,,0,0
600137,,0,0
600138,,0,0
600139,,0,0
600141,,0,0
600143,,0,0
600145,,0,0
600146,,0,0
600148,,0,0
600149,,0,0
600150,,0,0
600151,,0,0
600152,,0,0
600155,,0,0
600156,,0,0
600157,,0,0
600158,,0,0
600159,,0,0
600160,,0,0
600161,,0,0
600162,,0,0
600163,,0,0
600165,,0,0
600166,,0,0
600167,,0,0
600169,,0,0
600171,,0,0
600172,,0,0
600173,,0,0
600175,,0,0
600176,,0,0
600177,,0,0
600178,,0,0
600179,,0,0
600180,,0,0
600182,,0,0
600183,,0,0
600184,,0,0
600185,,0,0
600186,,0,0
600187,,0,0
600188,,0,0
600189,,0,0
600190,,0,0
600191,,0,0
600192,,0,0
600193,,0,0
600195,,0,0
600196,,0,0
600197,,0,0
600198,,0,0
600199,,0,0
600200,,0,0
600201,,0,0
600202,,0,0
600203,,0,0
600206,,0,0
600207,,0,0
600208,,0,0
600210,,0,0
600211,,0,0
600212,,0,0
600213,,0,0
600216,,0,0
600217,,0,0
600218,,0,0
600219,,0,0
600220,,0,0
600221,,0,0
600222,,0,0
600223,,0,0
600225,,0,0
600226,,0,0
600227,,0,0
600228,,0,0
600229,,0,0
600230,,0,0
600231,,0,0
600232,,0,0
600234,,0,0
600235,,0,0
600236,,0,0
600237,,0,0
600238,,0,0
600239,,0,0
600240,,0,0
600241,,0,0
600242,,0,0
600243,,0,0
600246,,0,0
600247,,0,0
600248,,0,0
600249,,0,0
600250,,0,0
600251,,0,0
600252,,0,0
600255,,0,0
600256,,0,0
600257,,0,0
600258,,0,0
600259,,0,0
600260,,0,0
600261,,0,0
600262,,0,0
600265,,0,0
600266,,0,0
600267,,0,0
600268,,0,0
600269,,0,0
600270,,0,0
600272,,0,0
600273,,0,0
600275,,0,0
600276,,0,0
600277,,0,0
600278,,0,0
